stock_symbol,date,opening,closing,low,high,volume,market_cap,p/e
QADA,1/24/2014,17.28,17.30,17.25,17.65,18634,271.9M,69.52
QLYS, Inc.,1/24/2014,29.03,29.03,28.30,28.48,139340,918.5M
RACK, INC,1/25/2014,N/A,N/A,N/A,4.00,1,1.8M
RALY,1/24/2014,20.73,20.90,20.40,20.97,236563,510.2M,N/A
RAYS,1/24/2014,0.0006,0.0006,0.0006,0.0006,1653000,30K,N/A
RNWK, Inc,1/24/2014,7.696,7.60,7.465,7.51,43273,268.4M
RNWK, Inc,1/24/2014,7.696,7.60,7.465,7.51,43273,268.4M
RP, Inc.,1/24/2014,21.81,21.69,21.325,21.44,300041,1.665B
RHT, Inc. Com,1/24/2014,57.82,57.68,56.69,56.73,1600156,10.752B
MKTG, Inc.,1/24/2014,27.00,26.99,26.97,26.98,1473343,1.387B
RNG, Inc.,1/24/2014,18.93,18.93,17.451,18.04,361473,1.123B
RST,1/24/2014,11.23,11.18,10.95,11.29,111215,244.7M,N/A
SAJA,1/24/2014,1.45,1.35,1.12,1.45,4550,22.0M,N/A
CRM,1/24/2014,59.55,58.40,58.25,59.56,4848881,35.215B,N/A
SAP,1/24/2014,78.58,77.47,77.25,78.70,2407669,92.499B,22.05
SQI, Inc.,1/24/2014,27.64,27.64,26.8018,27.18,158723,645.1M
SEAC,1/24/2014,12.23,12.15,12.00,12.27,266180,399.0M,59.71
SLGI,1/24/2014,0.021,0.021,0.021,0.021,665,492K,N/A
SSNT,1/24/2014,0.0801,0.0801,0.0801,0.0801,1990,9.4M,N/A
SMSI,1/24/2014,1.76,1.69,1.68,1.76,144115,62.6M,N/A
SWI, Inc. ,1/24/2014,41.14,41.03,39.26,39.84,1513676,2.994B
JOBI,1/13/2014,N/A,10.00,N/A,N/A,0,26.2M,N/A
SOFO, In,1/24/2014,10.41,10.40,10.075,10.075,3160,40.6M
SPLK,1/24/2014,81.68,76.99,76.91,82.71,2185877,8.259B,N/A
SPSC, Inc,1/24/2014,67.78,67.59,66.16,66.89,75952,1.022B
STMP,1/24/2014,38.59,38.96,38.47,39.28,207755,627.3M,18.17
SBJX,1/22/2014,N/A,0.0005,N/A,N/A,0,88K,N/A
GOMO,1/24/2014,20.56,20.005,19.57,21.50,535419,647.3M,123.57
SRNA,11/8/2013,N/A,0.175,N/A,N/A,0,17.4M,N/A
SYNA,1/24/2014,59.50,60.26,58.26,63.76,4514660,2.107B,14.90
SNCR,1/24/2014,29.91,29.55,29.25,30.234,371642,1.157B,107.56
DATA,,1/24/2014,78.75,77.84,74.10,74.93,721558,4.432B
TXTR,1/24/2014,32.48,32.96,32.48,33.47,300742,811.8M,N/A
KEYW,1/24/2014,17.59,17.09,16.81,17.92,553513,617.6M,N/A
TIGR,1/24/2014,1.75,1.73,1.72,1.78,2200,52.0M,N/A
TISA,1/24/2014,5.53,5.529,5.39,5.639,34968,64.6M,53.17
UPIP, I,1/24/2014,1.61,1.58,1.51,1.58,472778,170.5M
VSMR,1/21/2014,N/A,0.10,N/A,N/A,0,5.5M,N/A
VCSY,1/24/2014,0.056,0.056,0.055,0.0589,557744,56.0M,N/A
VRNG, Inc.,1/24/2014,3.99,3.75,3.67,3.92,4189441,329.8M
WNYN,1/24/2014,0.014,0.0145,0.014,0.0145,50000,1.4M,N/A
FU,11/21/2013,N/A,3.07,N/A,N/A,0,63.9M,3.63
WDAY, Inc. Com,1/24/2014,90.892,90.59,88.88,88.99,869090,15.555B
WDDD,1/24/2014,0.145,0.149,0.14,0.154,399393,13.8M,N/A
XFCH,1/14/2014,N/A,0.28,N/A,N/A,0,5.3M,N/A
XFCH,1/14/2014,N/A,0.28,N/A,N/A,0,5.3M,N/A
XCLL,1/24/2014,0.13,0.13,0.13,0.13,1750,9.5M,N/A
XFMY,1/24/2014,0.0025,0.004,0.0025,0.004,193477,215K,0.11
XRSC,1/24/2014,2.71,2.65,2.65,2.7101,35752,29.0M,87.42
ZIXI,1/24/2014,4.64,4.61,4.57,4.71,265799,284.7M,31.27
IOSA,1/15/2014,N/A,0.018,N/A,N/A,0,1.5M,N/A
AVGG,1/3/2014,N/A,0.026,N/A,N/A,0,375K,5.20
DOX,1/24/2014,42.77,42.40,42.40,43.24,939043,6.783B,16.98
ASVPQ,1/8/2014,N/A,0.0007,N/A,N/A,0,64K,N/A
ALIF,1/24/2014,0.153,0.1529,0.14,0.153,19474,11.5M,N/A
AZPN,,1/24/2014,42.46,42.37,41.27,41.42,491449,3.852B
ASUR,1/24/2014,5.50,5.5001,5.50,5.56,1191,32.6M,N/A
ASUR,1/24/2014,5.50,5.5001,5.50,5.56,1191,32.6M,N/A
ADP,1/24/2014,78.81,76.97,76.96,78.82,2143043,37.055B,26.98
BLKB, Inc.,1/24/2014,36.98,36.98,36.05,36.51,177397,1.633B
BPHX,1/24/2014,4.39,4.50,4.39,4.50,1508,48.3M,N/A
EPAY,1/24/2014,34.63,33.45,33.32,34.63,253454,1.219B,N/A
CA,1/24/2014,33.29,32.66,32.66,33.42,4023322,14.624B,14.54
CALD,1/24/2014,15.01,14.50,14.27,15.055,758095,585.5M,N/A
CGSYQ,1/24/2014,0.0004,0.0004,0.0004,0.0004,594862,67K,0.02
CICN,1/23/2014,N/A,0.02,N/A,N/A,0,1.7M,N/A
CMXX,1/24/2014,0.1375,0.14,0.125,0.14,30700,6.3M,4.67
CTXS, I,1/24/2014,59.61,59.37,58.59,58.90,2589714,10.979B
CLDS,1/24/2014,0.1475,0.134,0.134,0.1475,222437,13.1M,N/A
CTSH,1/24/2014,97.99,97.28,96.73,97.99,1927600,29.427B,25.33
COVR,1/24/2014,1.57,1.58,1.5595,1.60,4523,41.6M,N/A
CSGS,1/24/2014,N/A,30.62,30.355,31.90,489636,972.3M,17.74
CTIG,1/23/2014,N/A,0.331,N/A,N/A,0,9.6M,N/A
DWCH,1/24/2014,32.65,32.39,32.04,33.2191,46997,276.3M,N/A
DPSI,1/24/2014,0.568,0.55,0.55,0.57,4902,5.5M,N/A
DIRI,1/24/2014,1.50,1.40,1.40,1.45,966,17.7M,36.25
DST, Inc.,1/24/2014,91.57,90.99,88.73,88.76,219232,3.743B
EBIX, Inc.,1/24/2014,14.27,13.88,13.34,13.45,287047,511.0M
ECOS,1/24/2014,0.0002,0.0002,0.0001,0.0003,149618848,362K,N/A
EGAN,1/24/2014,9.95,9.79,9.79,10.0193,167796,248.1M,158.41
EVTC, Inc. Com,1/24/2014,26.21,25.71,24.25,25.25,1764967,2.070B
FFIV, Inc.,1/24/2014,106.12,101.61,101.00,104.91,4519145,7.977B
FICO,1/24/2014,57.52,56.70,56.58,58.14,256452,1.967B,25.07
FORTY,1/24/2014,N/A,26.40,26.40,26.40,386,364.5M,17.80
GVP, Inc.,1/24/2014,1.82,1.82,1.73,1.76,10000,31.5M
GWRE,1/24/2014,49.11,48.27,47.87,49.27,372407,3.233B,707.43
HMNY,1/24/2014,N/A,6.20,6.20,6.585,833,14.4M,32.44
ITCC,1/24/2014,0.13,0.13,0.13,0.13,1000,5.4M,N/A
ININ,1/24/2014,71.23,70.73,70.15,71.23,91833,1.430B,187.08
ICLD,1/24/2014,15.49,15.04,14.75,15.60,400926,96.4M,N/A
ICRD,1/23/2014,N/A,0.0024,N/A,N/A,0,86K,N/A
IRM,1/24/2014,27.64,27.41,27.19,27.77,3826149,5.241B,70.05
JKHY,1/24/2014,58.99,57.49,57.48,58.99,349693,4.920B,27.80
JGPK,1/24/2014,0.6701,0.6801,0.67,0.825,10000,11.0M,22.50
KONE,1/24/2014,9.74,10.99,9.54,13.6999,300680,15.4M,N/A
MAMS,1/24/2014,6.00,5.8073,5.60,6.1481,23774,84.1M,25.42
MCAP,1/23/2014,N/A,0.02,N/A,N/A,0,113K,N/A
MSFT,1/24/2014,37.50,36.805,36.53,37.55,77051808,305.5B,13.35
MSTR,1/24/2014,121.50,119.12,116.88,122.00,67784,1.346B,18.24
MOST,12/27/2013,N/A,1.30,N/A,N/A,0,23.9M,N/A
NEOM,1/24/2014,0.001,0.0009,0.0009,0.001,20290560,4.5M,N/A
NTCT,,1/24/2014,37.38,N/A,34.92,35.68,824162,1.478B
N,1/24/2014,111.31,109.14,108.62,111.96,432159,8.151B,N/A
NINE,1/24/2014,1.81,1.84,1.80,1.916,33528,69.9M,17.16
ONSM,1/24/2014,N/A,0.2289,N/A,N/A,0,4.4M,N/A
PACT,1/24/2014,7.09,7.08,7.08,7.10,707991,605.8M,N/A
PCYG, ,1/24/2014,9.67,9.62,9.26,9.37,103182,156.5M
PEGA,1/24/2014,47.60,46.12,45.60,47.60,102390,1.751B,43.39
PRFT, Inc.,1/24/2014,22.095,N/A,20.07,20.56,541366,679.1M
PERI,1/24/2014,12.29,11.94,11.88,12.29,186082,148.9M,57.57
PKT,,1/24/2014,12.34,12.30,11.75,12.02,655737,244.6M
QLIK,1/24/2014,27.96,27.18,27.11,28.37,974933,2.412B,N/A
RWWI, I,1/24/2014,1.03,1.03,1.00,1.00,2064,54.1M
SABA,1/24/2014,13.90,13.75,13.45,13.90,13712,409.5M,N/A
SPNS,1/24/2014,7.23,7.06,6.92,7.24,88399,277.9M,25.93
SAPE,1/24/2014,16.60,16.10,16.07,16.724,895207,2.257B,30.44
SREV,1/24/2014,8.50,8.32,8.22,8.53,1445649,674.7M,N/A
SLP,,1/24/2014,5.44,5.37,5.31,5.38,18997,86.5M
MOST,12/27/2013,N/A,1.30,N/A,N/A,0,23.9M,N/A
SLH, ,1/24/2014,69.77,69.77,68.69,69.03,232646,4.753B
SSNC,1/24/2014,43.10,42.69,42.51,43.2713,335138,3.510B,34.36
SFOR,1/24/2014,0.0002,0.0002,0.0001,0.0002,187168944,411K,N/A
TNGO, Inc.,1/24/2014,18.83,18.83,18.18,18.55,341769,709.4M
OLBG,  INC.,1/24/2014,N/A,N/A,N/A,0.60,0,6.4M
TIBX, I,1/24/2014,22.08,21.85,21.65,21.795,4542663,3.505B
TPOI,1/8/2014,N/A,0.50,N/A,N/A,0,8.0M,N/A
TSRI, Inc.,1/24/2014,3.14,3.14,3.06,3.06,2445,6.0M
TSRI, Inc.,1/24/2014,3.14,3.14,3.06,3.06,2445,6.0M
UDWK,1/24/2014,0.071,0.076,0.056,0.076,35070,2.6M,N/A
UDWK,1/24/2014,0.071,0.076,0.056,0.076,35070,2.6M,N/A
VRNT,1/24/2014,47.19,46.48,46.36,47.2883,334303,2.485B,45.42
VSPC,1/24/2014,0.0125,0.013,0.012,0.0132,927643,19.4M,N/A
RNIN,1/23/2014,N/A,0.8399,N/A,N/A,0,5.0M,N/A
INFA,1/24/2014,42.50,41.57,39.91,42.74,3146547,4.509B,55.00
IAIC,1/24/2014,0.2499,0.2499,0.2499,0.2499,3100,2.8M,N/A
IFXY,1/22/2014,N/A,0.0195,N/A,N/A,0,2.1M,N/A
ADTN, Inc.,1/24/2014,26.02,25.92,25.36,25.66,714805,1.467B
ATCH, IN,1/23/2014,N/A,N/A,N/A,0.10,0,2.1M
ALU,1/24/2014,3.95,3.81,3.80,3.9501,20686968,8.678B,N/A
ALLT,1/24/2014,16.51,15.98,15.92,16.55,469031,522.7M,N/A
AMBT,1/24/2014,2.65,2.61,2.60,2.66,18706,43.6M,N/A
AMPG,1/23/2014,N/A,0.10,N/A,N/A,0,2.0M,N/A
ANDR,1/24/2014,0.0499,0.045,0.045,0.05,47000,2.9M,N/A
ARRS, Inc.,1/24/2014,26.535,26.46,25.38,25.57,3060776,3.536B
AUDC,1/24/2014,7.34,7.34,7.041,7.49,480590,283.0M,140.58
AVNW, I,1/24/2014,1.99,1.99,1.94,1.96,344338,122.3M
CUDA,1/24/2014,34.85,33.60,33.202,34.85,132733,1.709B,N/A
BDR,1/23/2014,N/A,0.9899,N/A,N/A,0,6.2M,N/A
CAMP,1/24/2014,31.52,30.50,30.10,31.52,1264824,1.073B,26.64
CALX, Inc Common,1/24/2014,8.42,8.31,8.16,8.28,363267,412.2M
CRNT,1/24/2014,3.40,3.27,3.23,3.42,240691,120.5M,N/A
CIEN,1/24/2014,23.21,22.11,22.05,23.29,4099291,2.293B,N/A
CLFD, Inc.,1/24/2014,20.50,20.36,19.53,20.07,167132,254.7M
CLRO, Inc.,1/24/2014,9.75,9.75,9.67,9.70,28759,87.1M
CMRO,1/23/2014,N/A,0.17,N/A,N/A,0,2.5M,N/A
MFON,1/24/2014,1.62,1.62,1.62,1.62,1850,26.4M,N/A
COMM,1/24/2014,17.74,17.81,17.50,18.01,374540,3.307B,71.81
JCS,1/24/2014,11.82,11.52,11.50,11.85,10417,98.5M,N/A
CMTL,1/24/2014,31.61,31.10,30.70,31.73,192264,499.6M,35.98
CWRL,1/23/2014,N/A,0.009,N/A,N/A,0,1.4M,2.25
CYTL,1/24/2014,0.0062,0.0062,0.0062,0.0062,9450,136K,N/A
DLGC, INC.,1/24/2014,0.4999,0.4499,0.35,0.4998,12304,8.1M
DGDM,1/9/2014,N/A,0.01,N/A,N/A,0,860K,N/A
DRWI,1/24/2014,1.68,1.59,1.59,1.71,596943,91.1M,N/A
SATS,1/24/2014,47.84,47.04,45.94,48.14,317484,4.241B,176.47
ELST,1/24/2014,0.39,0.35,0.35,0.39,77500,1.8M,29.23
ENRG,1/24/2014,0.25,0.35,0.25,0.35,950,3.1M,N/A
ENVI, Inc.,1/24/2014,4.05,3.92,3.80,3.89,139317,105.5M
EVTI,1/24/2014,3.20,3.20,3.20,3.20,100,60.2M,N/A
EZENQ,1/23/2014,N/A,0.088,N/A,N/A,0,1.4M,N/A
FKWL,1/25/2014,N/A,1.61,N/A,N/A,57,16.7M,N/A
FEIM,1/24/2014,12.35,12.29,12.25,12.50,6327,104.8M,30.04
GILT,1/24/2014,4.91,4.84,4.80,4.91,20124,203.5M,N/A
GTXO,1/24/2014,0.0106,0.01,0.0099,0.0116,2017025,1.3M,N/A
HLIT,1/24/2014,6.70,6.60,6.53,6.75,683274,665.3M,16.88
HRS,1/24/2014,69.44,68.06,68.025,69.60,494803,7.274B,23.95
IDSY, Inc,1/24/2014,5.87,5.84,5.75,5.76,18675,69.0M
IKAN,1/24/2014,1.19,1.20,1.16,1.20,135485,116.1M,N/A
ISEC,1/22/2014,N/A,0.025,N/A,N/A,0,1.2M,N/A
ITI, Inc. Comm,1/24/2014,2.48,2.42,2.42,2.42,55625,79.2M
JDSU,1/24/2014,N/A,11.78,11.68,12.23,6660041,2.743B,42.80
KVHI, I,1/24/2014,14.02,13.97,13.75,13.76,24345,214.8M
LBAS,1/24/2014,0.08,0.0885,0.075,0.0899,358150,18.9M,N/A
LORL,1/24/2014,75.59,74.56,74.366,77.21,94654,2.305B,6.53
MVNR, ,1/24/2014,12.70,12.37,11.88,12.59,60793,293.0M
MITL,1/24/2014,9.37,9.04,9.04,9.44,224765,487.7M,46.05
MSI,1/24/2014,65.16,64.42,64.42,65.16,1700579,16.588B,16.09
NTGR, Inc.,1/24/2014,33.10,33.10,32.35,32.58,376852,1.263B
NWBD,1/23/2014,N/A,0.0006,N/A,N/A,0,284K,N/A
NOK,1/24/2014,7.06,6.86,6.84,7.09,33095490,25.467B,N/A
NMRX,1/24/2014,15.47,14.78,14.75,15.52,69877,274.9M,2231.43
OCC,1/24/2014,3.97,3.92,3.80,3.97,8953,25.7M,N/A
ORCT,1/24/2014,0.123,0.123,0.123,0.123,1950,3.8M,N/A
PAMT,1/24/2014,14.88,14.54,14.301,14.94,44059,N/A,N/A
PTSC,1/24/2014,0.1015,0.1005,0.1005,0.1032,466558,40.7M,103.50
PNTR,1/24/2014,10.01,9.39,9.271,10.04,82451,52.2M,17.54
PSID,1/24/2014,0.028,0.026,0.026,0.03,1747438,1.3M,N/A
PWAVQ,1/24/2014,0.0027,0.0028,0.0027,0.005,172402,89K,N/A
PWAVQ,1/24/2014,0.0027,0.0028,0.0027,0.005,172402,89K,N/A
QCOM,1/24/2014,75.44,74.08,74.06,75.44,12014630,125.2B,19.40
RWC,1/24/2014,3.39,3.45,3.3101,3.45,15301,46.9M,34.90
RITT,1/24/2014,1.95,1.7701,1.7299,2.00,1025620,22.6M,N/A
SHOR, Inc.,1/24/2014,8.99,8.90,8.22,8.31,2300828,505.3M
SONS, I,1/24/2014,3.0399,3.03,2.94,2.95,909715,806.8M
TCCO,1/24/2014,N/A,7.875,7.875,7.88,300,14.5M,N/A
TSYS,1/24/2014,2.44,2.39,2.3511,2.46,291097,140.3M,22.07
TSTC,1/24/2014,0.10,0.23,0.10,0.23,26920,3.3M,N/A
TEVE,1/21/2014,N/A,13.99,N/A,N/A,0,8.6M,N/A
UHLN,1/15/2014,N/A,0.27,N/A,N/A,0,20.8M,N/A
VSAT, Inc.,1/24/2014,62.382,61.20,61.20,61.79,199800,2.817B
VCRA,1/24/2014,18.65,18.39,18.18,18.66,132842,457.1M,N/A
WSTL,1/24/2014,3.45,3.41,3.37,3.51,122620,200.3M,N/A
WTT,1/24/2014,2.61,2.60,2.47,2.699,146372,62.5M,19.57
WSGI,1/24/2014,0.0105,0.0108,0.0097,0.0108,385566,7.0M,N/A
ZHNE,1/24/2014,4.53,4.35,4.12,4.63,2206668,138.7M,35.54
ZOOM,1/24/2014,N/A,4.21,4.16,4.57,95095,12.7M,N/A
ZSTN,1/24/2014,0.98,0.88,0.88,0.98,2900,10.1M,0.41
TDCP,1/24/2014,0.0038,0.0041,0.0035,0.0041,3737615,788K,N/A
TDCP,1/24/2014,0.0038,0.0041,0.0035,0.0041,3737615,788K,N/A
EGHT,1/24/2014,10.71,10.84,10.62,10.90,847010,864.4M,134.51
INFN,1/24/2014,7.36,7.33,7.245,7.41,2193559,876.4M,N/A
IFON,1/24/2014,2.31,2.06,2.00,2.34,612148,29.2M,N/A
CCUR,1/24/2014,8.29,8.23,8.07,8.41,61460,73.2M,16.22
IGOI, INC,1/24/2014,3.40,3.40,3.06,3.06,2059,9.0M
LXK,1/24/2014,35.59,34.40,34.37,35.62,741119,2.136B,14.61
OMCL, Inc.,1/24/2014,25.93,25.72,25.391,25.56,224426,910.3M
RSYS,1/24/2014,2.80,2.76,2.75,2.84,162279,80.3M,N/A
RKUS, ,1/24/2014,14.33,14.33,13.40,13.51,1346703,1.067B
SDON,1/22/2014,N/A,0.03,N/A,N/A,0,395K,N/A
SSNI,1/24/2014,16.20,15.96,15.71,16.40,652893,752.2M,N/A
VCLD,1/23/2014,N/A,0.0035,N/A,N/A,0,253K,N/A
ALOT, Inc.,1/24/2014,13.85,13.87,13.60,13.71,5653,103.0M
BKYI,1/24/2014,0.165,0.17,0.165,0.1775,57499,19.7M,N/A
CICI,1/24/2014,0.028,0.027,0.027,0.0299,130700,6.1M,N/A
EFII,1/24/2014,41.19,40.16,40.12,41.46,509943,1.889B,22.18
RSKIA,1/24/2014,9.04,9.04,9.04,9.04,300,45.5M,9.53
HAUP,1/24/2014,0.161,0.154,0.15,0.161,14004,1.6M,N/A
INVE, I,1/24/2014,1.00,0.98,0.88,0.93,595187,68.9M
IMMR,1/24/2014,11.93,11.66,11.56,12.06,153742,333.5M,87.37
INPH,1/24/2014,4.10,4.13,4.08,4.14,650,28.7M,N/A
KTCC,1/24/2014,11.25,11.20,11.11,11.262,11574,117.9M,11.72
MCZ,1/24/2014,0.4824,0.4742,0.4633,0.4824,151918,30.3M,N/A
MRCY,1/24/2014,11.43,11.27,11.21,11.46,140636,375.2M,N/A
QUMU,1/24/2014,12.96,13.47,12.96,13.66,15244,116.9M,N/A
RDCM,1/24/2014,5.15,5.15,5.0501,5.17,7889,40.2M,N/A
SCKT,1/24/2014,0.82,0.80,0.77,0.82,6347,3.9M,N/A
SSYS, Ltd.,1/24/2014,124.64,124.64,118.25,121.41,1520857,5.917B
TACT,1/24/2014,11.99,11.85,11.85,12.00,41835,97.7M,18.32
OLED,1/24/2014,32.02,31.49,31.33,32.93,492704,1.457B,68.91
OLED,1/24/2014,32.02,31.49,31.33,32.93,492704,1.457B,68.91
VIDE,1/24/2014,3.83,3.88,3.82,3.88,7088,29.5M,142.59
VJET,1/24/2014,38.75,36.15,36.10,38.75,1023988,361.5M,N/A
XPLR,1/24/2014,6.43,6.13,6.09,6.45,58432,51.5M,N/A
DDD,1/24/2014,83.55,79.87,76.50,83.68,10754695,8.209B,184.63
ALAN,1/24/2014,0.445,0.445,0.445,0.445,1273,2.2M,N/A
ALAN,1/24/2014,0.445,0.445,0.445,0.445,1273,2.2M,N/A
BRCD,1/24/2014,9.53,9.40,9.38,9.63,4677862,4.173B,21.29
CRDS,1/24/2014,3.45,3.31,3.12,3.45,321335,42.6M,N/A
DTLK,1/24/2014,14.45,13.81,13.63,14.51,209167,313.1M,33.28
DRAM,1/24/2014,2.87,2.78,2.75,2.87,30925,5.8M,N/A
HILL,1/24/2014,4.92,4.70,4.32,4.94,792677,277.3M,N/A
EMC,1/24/2014,26.20,25.49,25.47,26.27,25849562,52.454B,20.98
ELX,1/24/2014,7.63,7.50,7.35,7.65,1576022,687.9M,N/A
FIO, Inc. C,1/24/2014,10.67,10.60,10.16,10.46,5807999,1.096B
IWEB,1/24/2014,0.011,0.0107,0.0101,0.0125,3401316,5.1M,N/A
IMN,1/24/2014,5.15,5.16,5.039,5.23,151522,215.7M,N/A
NTAP, Inc.,1/24/2014,45.72,45.72,43.92,43.96,5440563,14.982B
NMBL, I,1/24/2014,46.00,44.75,41.51,42.21,169887,2.967B
OVRL,,1/24/2014,1.06,1.06,0.961,1.009,137514,31.4M
QTM,1/24/2014,1.32,1.31,1.30,1.32,1834801,325.0M,N/A
SNDK,1/24/2014,71.89,69.48,69.42,72.52,6437489,15.650B,16.59
STX,1/24/2014,60.41,58.57,58.46,60.44,3513286,19.102B,13.41
TDC,1/24/2014,44.75,43.78,43.75,44.9399,1598250,7.154B,19.98
TMOL,1/23/2014,N/A,0.008,N/A,N/A,0,804K,N/A
VMEM, In,1/24/2014,3.45,3.45,3.28,3.34,486485,275.5M
VOLT,1/24/2014,0.0557,0.056,0.0452,0.056,173792,4.1M,N/A
WDC,1/24/2014,86.08,85.00,84.99,87.38,2574360,20.060B,20.13
XRTX,1/24/2014,13.25,13.26,13.21,13.27,1066462,365.5M,N/A
BCOM,1/24/2014,13.47,13.11,13.10,13.854,5503,393.3M,5.94
BT,1/24/2014,62.95,62.31,62.31,63.03,76929,49.001B,15.52
CBEY, Inc.,1/24/2014,7.20,6.92,6.61,6.70,438739,200.2M
CCTR,1/24/2014,0.0002,0.0002,0.0001,0.0002,1351200,595K,0.10
CCOI,1/24/2014,41.67,41.20,40.60,41.67,319134,1.901B,506.75
BETS,1/24/2014,0.07,0.077,0.0655,0.077,67460,3.2M,N/A
CCI,1/24/2014,73.33,71.37,71.36,73.40,5264560,22.812B,281.54
DDDC,1/24/2014,0.04,0.04,0.04,0.04,41086,2.9M,N/A
GLBCF,1/21/2014,N/A,0.142,N/A,N/A,0,9.8M,N/A
GLOW, Inc. C,1/24/2014,1.45,1.38,1.36,1.44,40568,49.5M
GOGO,1/24/2014,23.58,23.22,23.11,24.2475,3095286,1.953B,N/A
GTT,1/24/2014,8.96,8.62,8.61,8.96,15421,200.8M,N/A
HCOM,1/24/2014,27.81,27.46,27.35,28.00,29996,283.9M,2.88
IDT,1/24/2014,17.03,16.95,16.91,17.25,89500,389.8M,33.89
I,1/24/2014,21.42,21.16,20.95,21.42,137267,2.232B,N/A
IGLD,1/24/2014,7.01,6.90,6.90,7.32,8412,131.4M,5.34
IRDM,1/24/2014,6.55,6.49,6.46,6.56,1103561,497.5M,9.00
LVLT,1/24/2014,33.02,32.34,32.23,33.23,1369502,7.231B,N/A
LMOS,1/24/2014,19.29,19.11,18.87,19.32,179624,420.8M,27.29
LMOS,1/24/2014,19.29,19.11,18.87,19.32,179624,420.8M,27.29
MTSL,1/24/2014,2.09,2.0799,1.97,2.09,79088,9.7M,7.32
MSPC, INC.,1/24/2014,0.0007,0.0007,0.0007,0.0007,10000,1.6M
VLTC,1/24/2014,3.92,4.09,3.837,4.43,169080,19.1M,N/A
NSR, Inc. Neu,1/24/2014,45.81,45.34,44.90,44.99,941021,2.817B
NPDTE,1/3/2014,N/A,0.0001,N/A,N/A,0,179K,N/A
NVTL,,1/24/2014,3.27,3.27,3.02,3.06,371930,104.3M
NTS, Inc. Common ,1/24/2014,1.98,1.97,1.9699,1.98,86454,83.3M
NTS, Inc. Common ,1/24/2014,1.98,1.97,1.9699,1.98,86454,83.3M
DCM, Inc A,1/24/2014,16.55,16.54,16.39,16.39,181516,67.965B
OIBR,1/24/2014,1.77,1.78,1.72,1.81,7628460,2.919B,8.33
OIBR-C,1/24/2014,1.94,1.92,1.89,1.98,40318,3.149B,9.21
ORBC,1/24/2014,6.67,6.62,6.60,6.85,197168,315.8M,56.08
PTEL,11/5/2013,N/A,0.0001,N/A,N/A,0,351K,N/A
ALYE,1/23/2014,N/A,0.24,N/A,N/A,0,17.8M,N/A
PGI,1/24/2014,10.90,10.32,10.16,10.93,486492,478.1M,17.71
TLK,1/24/2014,35.93,35.17,34.96,35.93,206284,17.075B,12.01
RRST,1/24/2014,N/A,9.03,8.85,9.064,1030,156.6M,23.44
MOBI,1/24/2014,4.53,4.38,4.28,4.67,228920,130.5M,31.28
STRP,1/24/2014,8.52,8.37,8.28,8.74,49467,98.4M,N/A
TEO,1/24/2014,16.12,15.09,15.03,16.84,464623,2.938B,4.84
TI,1/24/2014,10.92,10.73,10.73,10.94,156946,20.688B,N/A
TI-A,1/24/2014,8.52,8.46,8.42,8.54,27113,16.312B,N/A
TSU,1/24/2014,26.64,26.46,26.00,26.73,2610670,12.790B,18.41
TWER,1/24/2014,2.90,2.86,2.77,2.90,307583,190.0M,N/A
TBOW,1/24/2014,1.35,1.35,1.34,1.36,129742,49.7M,8.44
VSST,1/24/2014,0.032,0.032,0.032,0.032,4900,1.4M,N/A
VLTC,1/24/2014,3.92,4.09,3.837,4.43,169080,19.1M,N/A
VG,1/24/2014,4.38,4.31,4.28,4.40,2342828,888.7M,25.85
WWSG,1/17/2014,N/A,0.05,N/A,N/A,0,943K,N/A
WWSG,1/17/2014,N/A,0.05,N/A,N/A,0,943K,N/A
WPCS,1/24/2014,1.70,1.66,1.64,1.72,656478,2.6M,N/A
CRAY,1/24/2014,30.58,30.10,29.74,31.1299,334691,1.150B,N/A
HPQ,1/24/2014,29.04,28.49,28.39,29.20,17063180,54.381B,11.21
HPCS, C,1/24/2014,0.005,0.0045,0.0045,0.005,109800,1K
HPCS, C,1/24/2014,0.005,0.0045,0.0045,0.005,109800,1K
IDEA, ,1/17/2014,N/A,N/A,N/A,0.15,0,5.5M
SANT,1/24/2014,0.80,0.8399,0.80,0.8399,3689,1.1M,5.78
SGI,1/24/2014,13.77,13.69,13.639,13.89,466983,469.0M,N/A
AYI,1/24/2014,128.83,124.56,123.45,129.715,409024,5.306B,38.55
AEIS,1/24/2014,26.07,25.16,25.06,26.07,532318,1.006B,478.73
AFOP,1/24/2014,16.80,15.89,15.50,16.94,695173,291.3M,17.46
ALTI,1/24/2014,4.93,4.74,4.5701,4.98,58774,54.9M,N/A
AMSC,1/24/2014,1.66,1.56,1.56,1.6798,939698,101.2M,N/A
APH,1/24/2014,88.30,85.89,85.89,88.30,675776,13.595B,22.57
AVX,1/24/2014,13.40,13.17,13.13,13.46,124038,2.219B,22.77
BELFB,1/24/2014,20.44,20.19,20.16,20.45,19272,230.1M,32.19
CBAK,1/24/2014,1.82,1.74,1.72,1.82,89678,22.0M,N/A
CNLG,1/24/2014,0.0193,0.0285,0.0193,0.0285,13500,616K,N/A
CTRL,1/24/2014,26.04,25.00,24.28,27.7799,184599,569.3M,225.51
GLW,1/24/2014,18.77,18.21,18.17,18.77,19275824,26.354B,15.72
CPSH,1/24/2014,2.90,2.90,2.83,2.90,2215,37.9M,70.73
